event_id,match_id,minute,added_time,team,player_id,player_name,event_type,event_subtype,related_player_id,description,data_source
225,13,79,,Cabo Verde,494314,TELMO ARCANJO,Substitution,substitution,401894,IN: TELMO ARCANJO / OUT: JAMIRO MONTEIRO,api.fifa.com
226,14,66,,Belgium,408950,MOHAMED HANY,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
227,14,19,,Egypt,430482,EMAM ASHOUR,Goal,open_play,344654,,api.fifa.com
228,14,19,,Egypt,344654,MOHAMED SALAH,Assist,assist,430482,assist attributed via sofascore.com,sofascore.com
229,14,14,,Belgium,411443,Timothy CASTAGNE,Yellow Card,,,,api.fifa.com
230,14,75,,Belgium,448373,Maxim DE CUYPER,Yellow Card,,,,api.fifa.com
231,14,13,,Egypt,461788,MARAWAN ATTIA,Yellow Card,,,,api.fifa.com
232,14,34,,Egypt,430477,AHMED FATOUH,Yellow Card,,,,api.fifa.com
233,14,56,,Belgium,495349,Nicolas RASKIN,Substitution,substitution,411443,IN: Nicolas RASKIN / OUT: Timothy CASTAGNE,api.fifa.com
234,14,56,,Belgium,448373,Maxim DE CUYPER,Substitution,substitution,448364,IN: Maxim DE CUYPER / OUT: Amadou ONANA,api.fifa.com
235,14,66,,Belgium,358112,Romelu LUKAKU,Substitution,substitution,448362,IN: Romelu LUKAKU / OUT: Charles DE KETELAERE,api.fifa.com
236,14,85,,Belgium,448343,Hans VANAKEN,Substitution,substitution,358120,IN: Hans VANAKEN / OUT: Kevin DE BRUYNE,api.fifa.com
237,14,85,,Belgium,494025,Matias FERNANDEZ-PARDO,Substitution,substitution,448341,IN: Matias FERNANDEZ-PARDO / OUT: Jeremy DOKU,api.fifa.com
238,14,71,,Egypt,344661,RAMY RABIA,Substitution,substitution,430482,IN: RAMY RABIA / OUT: EMAM ASHOUR,api.fifa.com
239,14,76,,Egypt,433461,ZIZO,Substitution,substitution,483161,IN: ZIZO / OUT: MOSTAFA ZICO,api.fifa.com
240,14,76,,Egypt,495488,HAMZA ABDELKARIM,Substitution,substitution,344654,IN: HAMZA ABDELKARIM / OUT: MOHAMED SALAH,api.fifa.com
241,14,88,,Egypt,407022,KARIM HAFEZ,Substitution,substitution,430477,IN: KARIM HAFEZ / OUT: AHMED FATOUH,api.fifa.com
242,14,88,,Egypt,430465,IBRAHIM ADEL,Substitution,substitution,429095,IN: IBRAHIM ADEL / OUT: HAMDY FATHY,api.fifa.com
243,15,41,,Saudi Arabia,403312,Abdulelah ALAMRI,Goal,open_play,,,api.fifa.com
244,15,80,,Uruguay,419100,Maxi ARAUJO,Goal,open_play,,,api.fifa.com
245,15,44,,Saudi Arabia,403312,Abdulelah ALAMRI,Yellow Card,,,,api.fifa.com
246,15,63,,Saudi Arabia,403319,NASSER ALDAWSARI,Substitution,substitution,436537,IN: NASSER ALDAWSARI / OUT: MUSAB ALJUWAYR,api.fifa.com
247,15,81,,Saudi Arabia,430518,NAWAF BU WASHL,Substitution,substitution,512183,IN: NAWAF BU WASHL / OUT: MOHAMMED ABU ALSHAMAT,api.fifa.com
248,15,90,2,Saudi Arabia,419302,ABDULLAH ALHAMDDAN,Substitution,substitution,419303,IN: ABDULLAH ALHAMDDAN / OUT: MOTEB ALHARBI,api.fifa.com
249,15,90,2,Saudi Arabia,523333,ALA ALHAJJI,Substitution,substitution,419291,IN: ALA ALHAJJI / OUT: FERAS ALBRIKAN,api.fifa.com
250,15,90,2,Saudi Arabia,433439,ALI LAJAMI,Substitution,substitution,419281,IN: ALI LAJAMI / OUT: SAUD ABDULHAMID,api.fifa.com
251,15,,,Uruguay,402876,Agustin CANOBBIO,Substitution,substitution,419126,IN: Agustin CANOBBIO / OUT: Darwin NUNEZ,api.fifa.com
252,15,,,Uruguay,419134,Juan Manuel SANABRIA,Substitution,substitution,402895,IN: Juan Manuel SANABRIA / OUT: Matias VINA,api.fifa.com
253,15,72,,Uruguay,402898,Nicolas DE LA CRUZ,Substitution,substitution,441623,IN: Nicolas DE LA CRUZ / OUT: Manuel UGARTE,api.fifa.com
254,15,81,,Uruguay,419132,Brian RODRIGUEZ,Substitution,substitution,419100,IN: Brian RODRIGUEZ / OUT: Maxi ARAUJO,api.fifa.com
255,15,90,,Uruguay,332897,Rodrigo AGUIRRE,Substitution,substitution,477536,IN: Rodrigo AGUIRRE / OUT: Federico VINAS,api.fifa.com
256,16,32,,IR Iran,384797,Ramin REZAEIAN,Goal,open_play,,,api.fifa.com
257,16,64,,IR Iran,448497,Mohammad MOHEBBI,Goal,open_play,384797,,api.fifa.com
258,16,64,,IR Iran,384797,Ramin REZAEIAN,Assist,assist,448497,assist attributed via sofascore.com,sofascore.com
259,16,7,,New Zealand,405454,Elijah JUST,Goal,open_play,274078,,api.fifa.com
260,16,7,,New Zealand,274078,Chris WOOD,Assist,assist,405454,assist attributed via sofascore.com,sofascore.com
261,16,54,,New Zealand,405454,Elijah JUST,Goal,open_play,274078,,api.fifa.com
262,16,54,,New Zealand,274078,Chris WOOD,Assist,assist,405454,assist attributed via sofascore.com,sofascore.com
263,16,89,,IR Iran,288961,Ehsan HAJISAFI,Yellow Card,,,,api.fifa.com
264,16,,,IR Iran,403236,Mehdi GHAYEDI,Substitution,substitution,481181,IN: Mehdi GHAYEDI / OUT: Arya YOUSEFI,api.fifa.com
265,16,53,,IR Iran,416989,Ali Alipour,Substitution,substitution,481180,IN: Ali Alipour / OUT: Shahriyar MOGHANLOO,api.fifa.com
266,16,65,,IR Iran,288961,Ehsan HAJISAFI,Substitution,substitution,411644,IN: Ehsan HAJISAFI / OUT: Saman GHODDOS,api.fifa.com
267,16,80,,IR Iran,405639,Amirhossein Hosseinzadeh,Substitution,substitution,388475,IN: Amirhossein Hosseinzadeh / OUT: Mehdi TAREMI,api.fifa.com
268,16,68,,New Zealand,336641,Ryan THOMAS,Substitution,substitution,390196,IN: Ryan THOMAS / OUT: Callum McCOWATT,api.fifa.com
269,16,68,,New Zealand,423575,Ben OLD,Substitution,substitution,405469,IN: Ben OLD / OUT: Liberato CACACE,api.fifa.com
270,16,77,,New Zealand,419567,Callan ELLIOT,Substitution,substitution,331463,IN: Callan ELLIOT / OUT: Tim PAYNE,api.fifa.com
271,16,90,2,New Zealand,416652,Jesse RANDALL,Substitution,substitution,390209,IN: Jesse RANDALL / OUT: Sarpreet SINGH,api.fifa.com
272,16,90,2,New Zealand,482775,Tyler BINDON,Substitution,substitution,423595,IN: Tyler BINDON / OUT: Marko STAMENIC,api.fifa.com
273,17,66,,France,389867,Kylian MBAPPE,Goal,open_play,485655,,api.fifa.com
274,17,66,,France,485655,Michael OLISE,Assist,assist,389867,assist attributed via sofascore.com,sofascore.com
275,17,82,,France,484860,Bradley BARCOLA,Goal,open_play,402047,,api.fifa.com
276,17,82,,France,402047,Adrien RABIOT,Assist,assist,484860,assist attributed via sofascore.com,sofascore.com
277,17,90,6,France,389867,Kylian MBAPPE,Goal,open_play,,,api.fifa.com
278,17,90,5,Senegal,496358,Ibrahim MBAYE,Goal,open_play,,,api.fifa.com
279,17,80,,France,484860,Bradley BARCOLA,Substitution,substitution,398680,IN: Bradley BARCOLA / OUT: Ousmane DEMBELE,api.fifa.com
280,17,87,,France,431861,Rayan CHERKI,Substitution,substitution,464114,IN: Rayan CHERKI / OUT: Desire DOUE,api.fifa.com
281,17,75,,Senegal,496358,Ibrahim MBAYE,Substitution,substitution,401889,IN: Ibrahim MBAYE / OUT: Ismaila SARR,api.fifa.com
282,17,75,,Senegal,486130,Habib DIARRA,Substitution,substitution,464842,IN: Habib DIARRA / OUT: Lamine CAMARA,api.fifa.com
283,17,83,,Senegal,418781,Bamba DIENG,Substitution,substitution,418795,IN: Bamba DIENG / OUT: Nicolas JACKSON,api.fifa.com
284,17,83,,Senegal,448815,Iliman NDIAYE,Substitution,substitution,431788,IN: Iliman NDIAYE / OUT: Pape GUEYE,api.fifa.com
285,17,88,,Senegal,448825,Pathe CISS,Substitution,substitution,332314,IN: Pathe CISS / OUT: Idrissa Gana GUEYE,api.fifa.com
286,18,39,,Iraq,395186,AYMEN HUSSEIN,Goal,open_play,433074,,api.fifa.com
287,18,39,,Iraq,433074,AMIR ALAMMARI,Assist,assist,395186,assist attributed via sofascore.com,sofascore.com
288,18,29,,Norway,419652,Erling HAALAND,Goal,open_play,483505,,api.fifa.com
289,18,29,,Norway,483505,David MOLLER WOLFE,Assist,assist,419652,assist attributed via sofascore.com,sofascore.com
290,18,43,,Norway,419652,Erling HAALAND,Goal,open_play,,,api.fifa.com
291,18,76,,Norway,419672,Leo OSTIGARD,Goal,open_play,400716,,api.fifa.com
292,18,76,,Norway,400716,Martin ODEGAARD,Assist,assist,419672,assist attributed via sofascore.com,sofascore.com
293,18,90,6,Norway,395186,AYMEN HUSSEIN,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
294,18,86,,Iraq,434025,ZAID TAHSEEN,Yellow Card,,,,api.fifa.com
295,18,59,,Iraq,484262,MARKO FARJI,Substitution,substitution,436628,IN: MARKO FARJI / OUT: ALI ALHAMADI,api.fifa.com
296,18,59,,Iraq,434026,ZIDANE IQBAL,Substitution,substitution,484270,IN: ZIDANE IQBAL / OUT: ZAID ISMAEL,api.fifa.com
297,18,73,,Iraq,479056,MUSTAFA SAADOON,Substitution,substitution,479553,IN: MUSTAFA SAADOON / OUT: Hussein Ali,api.fifa.com
298,18,73,,Iraq,523236,AHMED QASEM,Substitution,substitution,464457,IN: AHMED QASEM / OUT: ALI JASIM,api.fifa.com
299,18,78,,Iraq,422968,MOHANAD ALI,Substitution,substitution,433585,IN: MOHANAD ALI / OUT: IBRAHIM BAYESH,api.fifa.com
300,18,73,,Norway,419672,Leo OSTIGARD,Substitution,substitution,483505,IN: Leo OSTIGARD / OUT: David MOLLER WOLFE,api.fifa.com
301,18,73,,Norway,419681,Kristian Thorstvedt,Substitution,substitution,483497,IN: Kristian Thorstvedt / OUT: Fredrik AURSNES,api.fifa.com
302,18,73,,Norway,494626,Andreas SCHJELDERUP,Substitution,substitution,483448,IN: Andreas SCHJELDERUP / OUT: Antonio NUSA,api.fifa.com
303,18,73,,Norway,477470,Oscar BOBB,Substitution,substitution,398588,IN: Oscar BOBB / OUT: Alexander SORLOTH,api.fifa.com
304,18,81,,Norway,483442,Patrick BERG,Substitution,substitution,400716,IN: Patrick BERG / OUT: Martin ODEGAARD,api.fifa.com
305,19,17,,Argentina,229397,Lionel MESSI,Goal,open_play,428882,,api.fifa.com
306,19,17,,Argentina,428882,Rodrigo DE PAUL,Assist,assist,229397,assist attributed via sofascore.com,sofascore.com
307,19,60,,Argentina,229397,Lionel MESSI,Goal,open_play,,,api.fifa.com
308,19,76,,Argentina,229397,Lionel MESSI,Goal,open_play,,,api.fifa.com
309,19,,,Argentina,402925,Nahuel MOLINA,Substitution,substitution,402926,IN: Nahuel MOLINA / OUT: Gonzalo MONTIEL,api.fifa.com
310,19,55,,Argentina,416081,Julian ALVAREZ,Substitution,substitution,402920,IN: Julian ALVAREZ / OUT: Lautaro MARTINEZ,api.fifa.com
311,19,55,,Argentina,430631,Nico GONZALEZ,Substitution,substitution,418975,IN: Nico GONZALEZ / OUT: Thiago ALMADA,api.fifa.com
312,19,80,,Argentina,310116,Nicolas OTAMENDI,Substitution,substitution,431196,IN: Nicolas OTAMENDI / OUT: Cristian ROMERO,api.fifa.com
313,19,80,,Argentina,441422,Nico PAZ,Substitution,substitution,229397,IN: Nico PAZ / OUT: Lionel MESSI,api.fifa.com
314,19,64,,Algeria,430698,Houssem Aouar,Substitution,substitution,441350,IN: Houssem Aouar / OUT: Hicham BOUDAOUI,api.fifa.com
315,19,64,,Algeria,379942,Riyad Mahrez,Substitution,substitution,482874,IN: Riyad Mahrez / OUT: Anis HADJ MOUSSA,api.fifa.com
316,19,64,,Algeria,477790,Mohamed AMOURA,Substitution,substitution,405877,IN: Mohamed AMOURA / OUT: Amine GOUIRI,api.fifa.com
317,19,82,,Algeria,433679,Ramiz ZERROUKI,Substitution,substitution,379939,IN: Ramiz ZERROUKI / OUT: Nabil Bentaleb,api.fifa.com
318,19,82,,Algeria,512132,Adil BOULBINA,Substitution,substitution,494291,IN: Adil BOULBINA / OUT: Ibrahim MAZA,api.fifa.com
319,20,20,,Austria,463283,Romano SCHMID,Goal,open_play,385531,,api.fifa.com
320,20,20,,Austria,385531,Xaver Schlager,Assist,assist,463283,assist attributed via sofascore.com,sofascore.com
321,20,76,,Austria,431225,YAZAN ALARAB,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
322,20,90,12,Austria,299200,Marko ARNAUTOVIC,Goal,penalty,,Penalty scored,api.fifa.com
323,20,50,,Jordan,431212,ALI OLWAN,Goal,open_play,431230,,api.fifa.com
324,20,50,,Jordan,431230,NOOR ALRAWABDEH,Assist,assist,431212,assist attributed via sofascore.com,sofascore.com
325,20,77,,Austria,358241,Marcel SABITZER,Yellow Card,,,,api.fifa.com
326,20,,,Austria,299200,Marko ARNAUTOVIC,Substitution,substitution,430100,IN: Marko ARNAUTOVIC / OUT: Sasa KALAJDZIC,api.fifa.com
327,20,59,,Austria,463800,Carney CHUKWUEMEKA,Substitution,substitution,385531,IN: Carney CHUKWUEMEKA / OUT: Xaver Schlager,api.fifa.com
328,20,59,,Austria,520036,Paul WANNER,Substitution,substitution,463288,IN: Paul WANNER / OUT: Phillip MWENE,api.fifa.com
329,20,59,,Austria,405263,Kevin Danso,Substitution,substitution,316002,IN: Kevin Danso / OUT: David ALABA,api.fifa.com
330,20,83,,Austria,463286,Patrick WIMMER,Substitution,substitution,463283,IN: Patrick WIMMER / OUT: Romano SCHMID,api.fifa.com
331,20,72,,Jordan,499102,SALEEM OBAID,Substitution,substitution,489551,IN: SALEEM OBAID / OUT: MOHAMMAD ABUALNADI,api.fifa.com
332,20,81,,Jordan,431219,SAED ALROSAN,Substitution,substitution,433527,IN: SAED ALROSAN / OUT: ABDALLAH NASIB,api.fifa.com
333,20,81,,Jordan,396950,MAHMOUD ALMARDI,Substitution,substitution,389437,IN: MAHMOUD ALMARDI / OUT: EHSAN HADDAD,api.fifa.com
334,20,88,,Jordan,498514,ALI AZAIZEH,Substitution,substitution,511875,IN: ALI AZAIZEH / OUT: ODEH FAKHOURY,api.fifa.com
335,20,88,,Jordan,45191,MOHAMMAD ALDAOUD,Substitution,substitution,431211,IN: MOHAMMAD ALDAOUD / OUT: MOUSA ALTAMARI,api.fifa.com
336,21,6,,Portugal,484141,JOAO NEVES,Goal,open_play,418548,,api.fifa.com
337,21,6,,Portugal,418548,PEDRO NETO,Assist,assist,484141,assist attributed via sofascore.com,sofascore.com
338,21,45,5,Congo DR,441316,Yoane WISSA,Goal,open_play,,,api.fifa.com
339,21,13,,Portugal,395205,BERNARDO SILVA,Yellow Card,,,,api.fifa.com
340,21,88,,Portugal,395212,NELSON SEMEDO,Yellow Card,,,,api.fifa.com
341,21,90,2,Portugal,492358,TOMAS ARAUJO,Yellow Card,,,,api.fifa.com
342,21,32,,Congo DR,356532,Chancel MBEMBA,Yellow Card,,,,api.fifa.com
343,21,,,Portugal,485081,FRANCISCO CONCEICAO,Substitution,substitution,395205,IN: FRANCISCO CONCEICAO / OUT: BERNARDO SILVA,api.fifa.com
344,21,72,,Portugal,418550,RAFAEL LEAO,Substitution,substitution,418548,IN: RAFAEL LEAO / OUT: PEDRO NETO,api.fifa.com
345,21,72,,Portugal,395212,NELSON SEMEDO,Substitution,substitution,433195,IN: NELSON SEMEDO / OUT: NUNO MENDES,api.fifa.com
346,21,83,,Portugal,448081,GONCALO RAMOS,Substitution,substitution,441149,IN: GONCALO RAMOS / OUT: VITINHA,api.fifa.com
347,21,57,,Congo DR,486147,Noah SADIKI,Substitution,substitution,494458,IN: Noah SADIKI / OUT: Ngalayel MUKAU,api.fifa.com
348,21,74,,Congo DR,448128,Charles PICKEL,Substitution,substitution,433161,IN: Charles PICKEL / OUT: Edo Kayembe,api.fifa.com
349,21,74,,Congo DR,477833,Joris KAYEMBE,Substitution,substitution,436572,IN: Joris KAYEMBE / OUT: Arthur MASUAKU,api.fifa.com
350,21,85,,Congo DR,477853,Gedeon KALULU,Substitution,substitution,426357,IN: Gedeon KALULU / OUT: Aaron WAN-BISSAKA,api.fifa.com
351,21,85,,Congo DR,477835,Simon BANZA,Substitution,substitution,336425,IN: Simon BANZA / OUT: Cedric BAKAMBU,api.fifa.com
352,22,12,,England,369419,Harry KANE,Goal,penalty,,Penalty scored,api.fifa.com
353,22,42,,England,369419,Harry KANE,Goal,open_play,433097,,api.fifa.com
354,22,42,,England,433097,Declan RICE,Assist,assist,369419,assist attributed via sofascore.com,sofascore.com
355,22,47,,England,448202,Jude BELLINGHAM,Goal,open_play,481610,,api.fifa.com
356,22,47,,England,481610,Elliot ANDERSON,Assist,assist,448202,assist attributed via sofascore.com,sofascore.com
357,22,85,,England,401470,Marcus RASHFORD,Goal,open_play,448196,,api.fifa.com
358,22,85,,England,448196,Bukayo SAKA,Assist,assist,401470,assist attributed via sofascore.com,sofascore.com
359,22,36,,Croatia,482774,Martin BATURINA,Goal,open_play,485066,,api.fifa.com
360,22,36,,Croatia,485066,Petar SUCIC,Assist,assist,482774,assist attributed via sofascore.com,sofascore.com
361,22,45,5,Croatia,389754,Petar Musa,Goal,open_play,,,api.fifa.com
362,22,72,,England,492716,Morgan ROGERS,Substitution,substitution,433097,IN: Morgan ROGERS / OUT: Declan RICE,api.fifa.com
363,22,72,,England,448196,Bukayo SAKA,Substitution,substitution,489732,IN: Bukayo SAKA / OUT: Noni MADUEKE,api.fifa.com
364,22,72,,England,401470,Marcus RASHFORD,Substitution,substitution,448189,IN: Marcus RASHFORD / OUT: Anthony GORDON,api.fifa.com
365,22,79,,England,506329,Djed SPENCE,Substitution,substitution,448202,IN: Djed SPENCE / OUT: Jude BELLINGHAM,api.fifa.com
366,22,87,,England,405841,Marc GUEHI,Substitution,substitution,369434,IN: Marc GUEHI / OUT: John STONES,api.fifa.com
367,22,58,,Croatia,339987,Mateo KOVACIC,Substitution,substitution,241559,IN: Mateo KOVACIC / OUT: Luka MODRIC,api.fifa.com
368,22,66,,Croatia,485068,Igor MATANOVIC,Substitution,substitution,389754,IN: Igor MATANOVIC / OUT: Petar Musa,api.fifa.com
369,22,66,,Croatia,482931,Marco PASALIC,Substitution,substitution,499290,IN: Marco PASALIC / OUT: Luka VUSKOVIC,api.fifa.com
370,22,78,,Croatia,336472,Andrej KRAMARIC,Substitution,substitution,380005,IN: Andrej KRAMARIC / OUT: Mario PASALIC,api.fifa.com
371,22,78,,Croatia,409191,Nikola VLASIC,Substitution,substitution,482774,IN: Nikola VLASIC / OUT: Martin BATURINA,api.fifa.com
372,23,90,5,Ghana,506279,Caleb YIRENKYI,Goal,open_play,,,api.fifa.com
373,23,16,,Ghana,506279,Caleb YIRENKYI,Yellow Card,,,,api.fifa.com
374,23,72,,Panama,441242,Cesar BLACKMAN,Yellow Card,,,,api.fifa.com
375,23,90,9,Panama,418729,Carlos HARVEY,Yellow Card,,,,api.fifa.com
376,23,,,Ghana,494349,Benjamin ASARE,Substitution,substitution,386473,IN: Benjamin ASARE / OUT: Lawrence Ati ZIGI,api.fifa.com
377,23,58,,Ghana,486213,Brandon THOMAS-ASANTE,Substitution,substitution,448523,IN: Brandon THOMAS-ASANTE / OUT: Kamaldeen SULEMANA,api.fifa.com
378,23,58,,Ghana,441342,Abdul FATAWU,Substitution,substitution,448525,IN: Abdul FATAWU / OUT: Ernest NUAMAH,api.fifa.com
379,23,78,,Ghana,507253,Kwasi SIBO,Substitution,substitution,441341,IN: Kwasi SIBO / OUT: Elisha OWUSU,api.fifa.com
380,23,87,,Ghana,514401,Prince ADU,Substitution,substitution,353235,IN: Prince ADU / OUT: Jordan AYEW,api.fifa.com
381,23,63,,Panama,411174,Jose FAJARDO,Substitution,substitution,337251,IN: Jose FAJARDO / OUT: Cecilio Waterman,api.fifa.com
382,23,63,,Panama,466669,Azarias LONDONO,Substitution,substitution,395581,IN: Azarias LONDONO / OUT: Cristian MARTINEZ,api.fifa.com
383,23,74,,Panama,372342,Ismael DIAZ,Substitution,substitution,411176,IN: Ismael DIAZ / OUT: Jose Luis RODRIGUEZ,api.fifa.com
384,23,90,,Panama,269514,Anibal GODOY,Substitution,substitution,441242,IN: Anibal GODOY / OUT: Cesar BLACKMAN,api.fifa.com
385,24,60,,Uzbekistan,464933,Abbosbek FAYZULLAEV,Goal,open_play,,,api.fifa.com
386,24,40,,Colombia,431200,Daniel MUNOZ,Goal,open_play,428886,,api.fifa.com
387,24,40,,Colombia,428886,Luis DIAZ,Assist,assist,431200,assist attributed via sofascore.com,sofascore.com
388,24,65,,Colombia,428886,Luis DIAZ,Goal,open_play,463902,,api.fifa.com
389,24,65,,Colombia,463902,Gustavo PUERTA,Assist,assist,428886,assist attributed via sofascore.com,sofascore.com
390,24,90,9,Colombia,405755,Jaminton CAMPAZ,Goal,open_play,,,api.fifa.com
391,24,34,,Uzbekistan,464924,Abdukodir KHUSANOV,Yellow Card,,,,api.fifa.com
392,24,7,,Colombia,394500,Johan MOJICA,Yellow Card,,,,api.fifa.com
393,24,,,Uzbekistan,385139,Farrukh SAYFIEV,Substitution,substitution,479075,IN: Farrukh SAYFIEV / OUT: Sherzod NASRULLAEV,api.fifa.com
394,24,,,Uzbekistan,371393,Dostonbek Khamdamov,Substitution,substitution,479080,IN: Dostonbek Khamdamov / OUT: Oston URUNOV,api.fifa.com
395,24,77,,Uzbekistan,464906,Jakhongir UROZOV,Substitution,substitution,371415,IN: Jakhongir UROZOV / OUT: Rustam ASHURMATOV,api.fifa.com
396,24,77,,Uzbekistan,481220,Azizbek AMONOV,Substitution,substitution,464933,IN: Azizbek AMONOV / OUT: Abbosbek FAYZULLAEV,api.fifa.com
397,24,90,3,Uzbekistan,368546,Igor Sergeev,Substitution,substitution,385475,IN: Igor Sergeev / OUT: Eldor SHOMURODOV,api.fifa.com
398,24,72,,Colombia,405755,Jaminton CAMPAZ,Substitution,substitution,269058,IN: Jaminton CAMPAZ / OUT: James RODRIGUEZ,api.fifa.com
399,24,80,,Colombia,418881,Cucho HERNANDEZ,Substitution,substitution,428905,IN: Cucho HERNANDEZ / OUT: Luis SUAREZ,api.fifa.com
400,24,80,,Colombia,473050,Richard RIOS,Substitution,substitution,463902,IN: Richard RIOS / OUT: Gustavo PUERTA,api.fifa.com
401,24,90,3,Colombia,492189,Andres GOMEZ,Substitution,substitution,428886,IN: Andres GOMEZ / OUT: Luis DIAZ,api.fifa.com
402,24,90,3,Colombia,470759,Kevin CASTANO,Substitution,substitution,470760,IN: Kevin CASTANO / OUT: Jhon ARIAS,api.fifa.com
403,26,6,,Czechia,433668,Michal SADILEK,Goal,open_play,523097,,api.fifa.com
404,26,6,,Czechia,523097,Alexandr SOJKA,Assist,assist,433668,assist attributed via sofascore.com,sofascore.com
405,26,83,,South Africa,403616,Teboho MOKOENA,Goal,penalty,,Penalty scored,api.fifa.com
406,26,75,,Czechia,441170,Ladislav KREJCI,Yellow Card,,,,api.fifa.com
407,26,33,,South Africa,403616,Teboho MOKOENA,Yellow Card,,,,api.fifa.com
408,26,40,,South Africa,494248,Thalente MBATHA,Yellow Card,,,,api.fifa.com
409,26,55,,Czechia,486082,Pavel SULC,Substitution,substitution,358003,IN: Pavel SULC / OUT: Vladimir DARIDA,api.fifa.com
410,26,55,,Czechia,441166,Jaroslav ZELENY,Substitution,substitution,523097,IN: Jaroslav ZELENY / OUT: Alexandr SOJKA,api.fifa.com
411,26,67,,Czechia,484011,Lukas PROVOD,Substitution,substitution,433754,IN: Lukas PROVOD / OUT: Adam HLOZEK,api.fifa.com
412,26,67,,Czechia,404885,Tomas SOUCEK,Substitution,substitution,433668,IN: Tomas SOUCEK / OUT: Michal SADILEK,api.fifa.com
413,26,78,,Czechia,433755,David Zima,Substitution,substitution,486081,IN: David Zima / OUT: Lukas CERV,api.fifa.com
414,26,,,South Africa,486161,Relebohile MOFOKENG,Substitution,substitution,463236,IN: Relebohile MOFOKENG / OUT: Jayden ADAMS,api.fifa.com
415,26,66,,South Africa,430917,Evidence MAKGOPA,Substitution,substitution,481242,IN: Evidence MAKGOPA / OUT: Iqraam RAYNERS,api.fifa.com
416,26,84,,South Africa,506038,Kamogelo SEBELEBELE,Substitution,substitution,463234,IN: Kamogelo SEBELEBELE / OUT: Thapelo MASEKO,api.fifa.com
417,26,81,,South Africa,,,VAR Review,,,from sofascore.com,sofascore.com
418,28,74,,Switzerland,502727,Johan MANZAMBI,Goal,open_play,311558,,api.fifa.com
