appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M004-USA-PAR_USA_17,4,1,10,2,0,13,0,0,0,0,73%,15,11,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_malik_tillman,Malik TILLMAN,17,USA,USA,0,4,6,line_breaks,2,3
2026-M004-USA-PAR_USA_20,0,1,1,1,0,1,0,0,0,0,0%,2,0,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_folarin_balogun,Folarin BALOGUN,20,USA,USA,0,0,1,line_breaks,1,0
2026-M004-USA-PAR_USA_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_giovanni_reyna,Giovanni REYNA,7,USA,USA,0,0,0,line_breaks,0,0
2026-M004-USA-PAR_USA_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_ricardo_pepi,Ricardo PEPI,9,USA,USA,0,0,0,line_breaks,0,0
2026-M004-USA-PAR_USA_14,1,4,6,0,0,11,0,0,1,0,64%,11,7,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_sebastian_berhalter,Sebastian BERHALTER,14,USA,USA,0,1,1,line_breaks,1,7
2026-M004-USA-PAR_USA_21,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M004-USA-PAR,2026-M004-USA-PAR_USA,USA_timothy_weah,Timothy WEAH,21,USA,USA,0,0,0,line_breaks,1,0
2026-M004-USA-PAR_PAR_12,2,13,0,0,0,15,1,1,1,1,40%,15,6,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_orlando_gill,Orlando GILL,12,Paraguay,PAR,3,0,3,line_breaks,0,5
2026-M004-USA-PAR_PAR_03,3,9,4,0,0,16,1,0,0,0,62%,16,10,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_omar_alderete,Omar ALDERETE,3,Paraguay,PAR,5,1,5,line_breaks,1,3
2026-M004-USA-PAR_PAR_04,4,10,2,0,0,16,0,0,0,1,38%,16,6,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_juan_jose_caceres,Juan Jose CACERES,4,Paraguay,PAR,5,2,6,line_breaks,0,2
2026-M004-USA-PAR_PAR_06,4,11,1,0,0,16,0,0,0,0,38%,16,6,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_junior_alonso,Junior ALONSO,6,Paraguay,PAR,4,1,3,line_breaks,0,8
2026-M004-USA-PAR_PAR_08,4,1,0,0,0,5,0,0,0,0,80%,5,4,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_diego_gomez,Diego GOMEZ,8,Paraguay,PAR,1,0,4,line_breaks,0,0
2026-M004-USA-PAR_PAR_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_antonio_sanabria,Antonio SANABRIA,9,Paraguay,PAR,0,0,0,line_breaks,0,0
2026-M004-USA-PAR_PAR_10,0,2,2,0,0,4,0,0,0,0,50%,4,2,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_miguel_almiron,Miguel ALMIRON,10,Paraguay,PAR,0,0,3,line_breaks,0,1
2026-M004-USA-PAR_PAR_14,4,1,2,0,0,7,0,0,0,0,71%,7,5,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_andres_cubas,Andres CUBAS,14,Paraguay,PAR,5,0,1,line_breaks,0,1
2026-M004-USA-PAR_PAR_15,1,2,0,0,0,3,0,0,0,0,67%,3,2,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_gustavo_gomez,Gustavo GOMEZ,15,Paraguay,PAR,1,0,1,line_breaks,0,1
2026-M004-USA-PAR_PAR_16,1,0,1,0,0,2,0,0,0,0,50%,2,1,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_damian_bobadilla,Damian BOBADILLA,16,Paraguay,PAR,1,0,1,line_breaks,0,0
2026-M004-USA-PAR_PAR_19,3,1,0,2,0,2,0,0,0,0,75%,4,3,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_julio_enciso,Julio ENCISO,19,Paraguay,PAR,0,0,2,line_breaks,0,2
2026-M004-USA-PAR_PAR_02,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_gustavo_velazquez,Gustavo VELAZQUEZ,2,Paraguay,PAR,1,0,0,line_breaks,0,0
2026-M004-USA-PAR_PAR_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_ramon_sosa,Ramon SOSA,7,Paraguay,PAR,0,0,0,line_breaks,0,0
2026-M004-USA-PAR_PAR_11,3,2,0,0,0,5,0,0,0,0,60%,5,3,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_mauricio,MAURICIO,11,Paraguay,PAR,0,1,0,line_breaks,0,4
2026-M004-USA-PAR_PAR_17,1,2,3,0,0,6,0,0,0,0,67%,6,4,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_alejandro_romero_gamarra,Alejandro ROMERO GAMARRA,17,Paraguay,PAR,4,0,1,line_breaks,0,1
2026-M004-USA-PAR_PAR_18,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M004-USA-PAR,2026-M004-USA-PAR_PAR,PAR_alex_arce,Alex ARCE,18,Paraguay,PAR,0,0,0,line_breaks,0,0
2026-M005-HAI-SCO_HAI_01,0,11,0,0,0,11,0,2,0,0,27%,11,3,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_johny_placide,Johny PLACIDE,1,Haiti,HAI,1,1,6,line_breaks,0,1
2026-M005-HAI-SCO_HAI_02,3,3,0,0,0,6,0,0,0,0,83%,6,5,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_carlens_arcus,Carlens ARCUS,2,Haiti,HAI,0,0,1,line_breaks,0,5
2026-M005-HAI-SCO_HAI_04,4,10,2,0,0,16,0,0,0,0,69%,16,11,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_ricardo_ade,Ricardo ADE,4,Haiti,HAI,7,2,3,line_breaks,0,4
2026-M005-HAI-SCO_HAI_05,15,0,1,1,0,15,0,0,0,0,100%,16,16,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_hannes_delcroix,Hannes DELCROIX,5,Haiti,HAI,9,0,3,line_breaks,0,4
2026-M005-HAI-SCO_HAI_08,7,4,3,1,0,13,0,1,0,1,71%,14,10,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_martin_experience,Martin EXPERIENCE,8,Haiti,HAI,6,0,1,line_breaks,2,3
2026-M005-HAI-SCO_HAI_10,7,8,4,2,4,13,0,1,0,0,63%,19,12,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_jean_ricner_bellegarde,Jean-Ricner BELLEGARDE,10,Haiti,HAI,2,0,4,line_breaks,1,11
2026-M005-HAI-SCO_HAI_11,1,1,1,2,1,0,0,0,0,0,67%,3,2,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_louicius_deedson,Louicius DEEDSON,11,Haiti,HAI,0,0,1,line_breaks,2,0
2026-M005-HAI-SCO_HAI_15,1,1,0,0,1,1,0,0,0,0,50%,2,1,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_ruben_providence,Ruben PROVIDENCE,15,Haiti,HAI,0,0,0,line_breaks,1,1
2026-M005-HAI-SCO_HAI_17,12,2,5,1,1,17,0,0,0,0,89%,19,17,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_danley_jean_jacques,Danley JEAN JACQUES,17,Haiti,HAI,5,0,6,line_breaks,1,7
2026-M005-HAI-SCO_HAI_18,0,1,0,0,0,1,0,0,0,0,100%,1,1,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_wilson_isidor,Wilson ISIDOR,18,Haiti,HAI,0,0,1,line_breaks,0,0
2026-M005-HAI-SCO_HAI_20,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_frantzdy_pierrot,Frantzdy PIERROT,20,Haiti,HAI,0,0,0,line_breaks,0,0
2026-M005-HAI-SCO_HAI_16,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_lenny_joseph,Lenny JOSEPH,16,Haiti,HAI,0,1,0,line_breaks,0,0
2026-M005-HAI-SCO_HAI_19,2,0,0,1,0,1,0,0,0,0,50%,2,1,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_yassin_fortune,Yassin FORTUNE,19,Haiti,HAI,0,0,1,line_breaks,0,1
2026-M005-HAI-SCO_HAI_21,3,1,0,1,0,3,0,0,0,0,100%,4,4,2026-M005-HAI-SCO,2026-M005-HAI-SCO_HAI,HAI_josue_casimir,Josue CASIMIR,21,Haiti,HAI,2,0,1,line_breaks,1,0
2026-M005-HAI-SCO_SCO_01,0,18,0,0,0,18,0,0,0,0,61%,18,11,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_angus_gunn,Angus GUNN,1,Scotland,SCO,5,0,11,line_breaks,0,2
2026-M005-HAI-SCO_SCO_02,4,3,3,0,1,9,0,0,0,0,80%,10,8,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_aaron_hickey,Aaron HICKEY,2,Scotland,SCO,5,1,2,line_breaks,0,2
2026-M005-HAI-SCO_SCO_03,8,16,3,0,5,22,0,1,1,1,56%,27,15,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_andy_robertson,Andy ROBERTSON,3,Scotland,SCO,3,2,13,line_breaks,0,6
2026-M005-HAI-SCO_SCO_04,5,1,3,0,0,9,0,1,0,0,100%,9,9,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_scott_mctominay,Scott McTOMINAY,4,Scotland,SCO,2,1,2,line_breaks,0,3
2026-M005-HAI-SCO_SCO_05,5,6,0,0,0,11,0,0,1,2,73%,11,8,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_grant_hanley,Grant HANLEY,5,Scotland,SCO,7,1,0,line_breaks,0,0
2026-M005-HAI-SCO_SCO_07,2,1,2,1,0,4,0,0,0,0,100%,5,5,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_john_mcginn,John McGINN,7,Scotland,SCO,0,1,3,line_breaks,0,1
2026-M005-HAI-SCO_SCO_10,2,1,2,0,0,5,0,0,0,0,40%,5,2,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_che_adams,Che ADAMS,10,Scotland,SCO,0,2,3,line_breaks,0,0
2026-M005-HAI-SCO_SCO_13,12,2,0,2,0,12,0,0,0,0,86%,14,12,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_jack_hendry,Jack HENDRY,13,Scotland,SCO,9,1,3,line_breaks,0,1
2026-M005-HAI-SCO_SCO_17,2,0,1,2,1,0,0,0,0,0,67%,3,2,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_ben_gannon_doak,Ben GANNON-DOAK,17,Scotland,SCO,0,0,2,line_breaks,1,0
2026-M005-HAI-SCO_SCO_19,3,4,4,0,0,11,0,0,0,0,82%,11,9,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_lewis_ferguson,Lewis FERGUSON,19,Scotland,SCO,3,1,3,line_breaks,0,4
2026-M005-HAI-SCO_SCO_20,0,2,0,0,0,2,0,0,0,0,0%,2,0,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_lawrence_shankland,Lawrence SHANKLAND,20,Scotland,SCO,0,2,0,line_breaks,0,0
2026-M005-HAI-SCO_SCO_09,0,1,1,0,0,2,0,0,0,0,0%,2,0,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_lyndon_dykes,Lyndon DYKES,9,Scotland,SCO,0,2,0,line_breaks,0,0
2026-M005-HAI-SCO_SCO_11,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_ryan_christie,Ryan CHRISTIE,11,Scotland,SCO,0,0,0,line_breaks,0,0
2026-M005-HAI-SCO_SCO_22,0,2,1,0,0,3,0,0,0,0,33%,3,1,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_nathan_patterson,Nathan PATTERSON,22,Scotland,SCO,1,0,1,line_breaks,0,1
2026-M005-HAI-SCO_SCO_23,1,1,0,0,1,1,1,0,0,0,100%,2,2,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_kenny_mclean,Kenny McLEAN,23,Scotland,SCO,0,0,1,line_breaks,0,0
2026-M005-HAI-SCO_SCO_25,1,0,1,1,0,1,0,0,0,0,100%,2,2,2026-M005-HAI-SCO,2026-M005-HAI-SCO_SCO,SCO_findlay_curtis,Findlay CURTIS,25,Scotland,SCO,1,1,0,line_breaks,0,0
2026-M006-AUS-TUR_AUS_18,2,18,0,0,0,20,1,0,1,0,25%,20,5,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_patrick_beach,Patrick BEACH,18,Australia,AUS,6,1,5,line_breaks,0,6
2026-M006-AUS-TUR_AUS_03,5,4,3,0,0,12,0,0,0,0,67%,12,8,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_alessandro_circati,Alessandro CIRCATI,3,Australia,AUS,3,1,2,line_breaks,1,5
2026-M006-AUS-TUR_AUS_04,2,3,0,0,0,5,0,1,0,0,60%,5,3,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_jacob_italiano,Jacob ITALIANO,4,Australia,AUS,0,0,2,line_breaks,0,2
2026-M006-AUS-TUR_AUS_05,4,1,1,1,0,5,0,0,0,0,100%,6,6,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_jordan_bos,Jordan BOS,5,Australia,AUS,3,1,1,line_breaks,0,1
2026-M006-AUS-TUR_AUS_08,4,1,2,1,0,6,0,0,1,0,71%,7,5,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_connor_metcalfe,Connor METCALFE,8,Australia,AUS,0,0,3,line_breaks,1,2
2026-M006-AUS-TUR_AUS_09,1,0,1,1,0,1,0,0,0,0,50%,2,1,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_mohamed_toure,Mohamed TOURE,9,Australia,AUS,0,1,0,line_breaks,1,0
2026-M006-AUS-TUR_AUS_13,1,6,2,0,0,9,0,0,0,0,67%,9,6,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_aiden_oneill,Aiden ONEILL,13,Australia,AUS,0,0,4,line_breaks,2,3
2026-M006-AUS-TUR_AUS_17,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_nestory_irankunda,Nestory IRANKUNDA,17,Australia,AUS,0,0,0,line_breaks,0,0
2026-M006-AUS-TUR_AUS_19,1,7,2,0,0,10,0,0,0,0,30%,10,3,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_harry_souttar,Harry SOUTTAR,19,Australia,AUS,2,3,4,line_breaks,0,1
2026-M006-AUS-TUR_AUS_21,4,3,2,0,0,9,0,0,0,1,89%,9,8,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_cameron_burgess,Cameron BURGESS,21,Australia,AUS,5,0,1,line_breaks,1,1
2026-M006-AUS-TUR_AUS_24,3,4,2,1,0,8,1,0,0,0,78%,9,7,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_paul_okon_engstler,Paul OKON-ENGSTLER,24,Australia,AUS,3,2,1,line_breaks,1,1
2026-M006-AUS-TUR_AUS_06,0,2,0,0,0,2,0,0,0,0,100%,2,2,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_jason_geria,Jason GERIA,6,Australia,AUS,0,0,0,line_breaks,0,2
2026-M006-AUS-TUR_AUS_16,1,1,0,0,0,2,0,0,0,0,100%,2,2,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_aziz_behich,Aziz BEHICH,16,Australia,AUS,0,0,1,line_breaks,0,1
2026-M006-AUS-TUR_AUS_22,1,0,0,1,0,0,0,0,0,0,0%,1,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_jackson_irvine,Jackson IRVINE,22,Australia,AUS,0,1,0,line_breaks,0,0
2026-M006-AUS-TUR_AUS_23,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_nishan_velupillay,Nishan VELUPILLAY,23,Australia,AUS,0,0,1,line_breaks,0,0
2026-M006-AUS-TUR_AUS_26,1,0,1,1,0,1,0,0,0,0,0%,2,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_AUS,AUS_tete_yengi,Tete YENGI,26,Australia,AUS,0,2,0,line_breaks,0,0
2026-M006-AUS-TUR_TUR_23,1,2,0,0,0,3,0,1,0,0,33%,3,1,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_ugurcan_cakir,Ugurcan CAKIR,23,Türkiye,TUR,1,0,1,line_breaks,0,0
2026-M006-AUS-TUR_TUR_02,5,1,0,0,0,6,0,0,0,0,83%,6,5,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_zeki_celik,Zeki CELIK,2,Türkiye,TUR,1,0,1,line_breaks,0,4
2026-M006-AUS-TUR_TUR_03,0,3,0,0,0,3,0,0,0,0,33%,3,1,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_merih_demiral,Merih DEMIRAL,3,Türkiye,TUR,0,2,0,line_breaks,1,0
2026-M006-AUS-TUR_TUR_06,2,2,5,1,1,7,0,0,0,0,67%,9,6,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_orkun_kokcu,Orkun KOKCU,6,Türkiye,TUR,0,0,1,line_breaks,1,7
2026-M006-AUS-TUR_TUR_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_kerem_akturkoglu,Kerem AKTURKOGLU,7,Türkiye,TUR,0,0,0,line_breaks,0,0
2026-M006-AUS-TUR_TUR_08,13,5,9,5,0,22,0,0,0,0,81%,27,22,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_arda_guler,Arda GULER,8,Türkiye,TUR,0,0,5,line_breaks,1,21
2026-M006-AUS-TUR_TUR_10,10,8,8,2,0,24,0,0,0,0,81%,26,21,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_hakan_calhanoglu,Hakan CALHANOGLU,10,Türkiye,TUR,3,0,3,line_breaks,3,17
2026-M006-AUS-TUR_TUR_14,13,4,2,0,1,18,1,1,0,0,84%,19,16,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_abdulkerim_bardakci,Abdulkerim BARDAKCI,14,Türkiye,TUR,8,1,0,line_breaks,0,8
2026-M006-AUS-TUR_TUR_16,1,3,6,1,0,9,0,0,0,0,70%,10,7,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_ismail_yuksek,Ismail YUKSEK,16,Türkiye,TUR,5,0,0,line_breaks,1,4
2026-M006-AUS-TUR_TUR_20,27,5,7,2,1,36,1,0,0,0,90%,39,35,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_ferdi_kadioglu,Ferdi KADIOGLU,20,Türkiye,TUR,3,3,3,line_breaks,2,27
2026-M006-AUS-TUR_TUR_21,6,2,0,4,2,2,0,0,0,0,62%,8,5,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_baris_alper_yilmaz,Baris Alper YILMAZ,21,Türkiye,TUR,0,4,1,line_breaks,2,1
2026-M006-AUS-TUR_TUR_05,2,0,0,0,0,2,0,0,0,0,100%,2,2,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_salih_ozcan,Salih OZCAN,5,Türkiye,TUR,0,0,0,line_breaks,0,2
2026-M006-AUS-TUR_TUR_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_deniz_gul,Deniz GUL,9,Türkiye,TUR,0,0,0,line_breaks,0,0
2026-M006-AUS-TUR_TUR_11,8,1,1,0,2,8,0,0,0,0,70%,10,7,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_kenan_yildiz,Kenan YILDIZ,11,Türkiye,TUR,0,0,1,line_breaks,4,5
2026-M006-AUS-TUR_TUR_18,2,0,0,0,0,2,0,0,0,0,100%,2,2,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_mert_muldur,Mert MULDUR,18,Türkiye,TUR,1,0,0,line_breaks,0,1
2026-M006-AUS-TUR_TUR_19,1,0,1,1,0,1,0,0,0,0,100%,2,2,2026-M006-AUS-TUR,2026-M006-AUS-TUR_TUR,TUR_yunus_akgun,Yunus AKGUN,19,Türkiye,TUR,0,0,1,line_breaks,0,1
2026-M007-BRA-MAR_BRA_01,0,8,1,0,0,9,0,0,0,1,56%,9,5,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_alisson,ALISSON,1,Brazil,BRA,3,1,3,line_breaks,0,1
2026-M007-BRA-MAR_BRA_03,7,0,4,0,0,11,0,0,0,0,91%,11,10,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_gabriel_magalhaes,GABRIEL MAGALHAES,3,Brazil,BRA,10,0,0,line_breaks,0,1
2026-M007-BRA-MAR_BRA_04,7,1,1,0,0,9,0,1,0,0,78%,9,7,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_marquinhos,MARQUINHOS,4,Brazil,BRA,3,0,5,line_breaks,0,0
2026-M007-BRA-MAR_BRA_05,0,2,3,0,1,4,0,0,0,0,80%,5,4,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_casemiro,CASEMIRO,5,Brazil,BRA,0,1,0,line_breaks,0,4
2026-M007-BRA-MAR_BRA_07,4,2,3,3,0,6,0,0,0,0,56%,9,5,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_vinicius_junior,VINICIUS JUNIOR,7,Brazil,BRA,1,1,2,line_breaks,2,3
2026-M007-BRA-MAR_BRA_08,1,1,4,0,0,6,0,0,0,0,83%,6,5,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_bruno_guimaraes,BRUNO GUIMARAES,8,Brazil,BRA,3,1,1,line_breaks,0,1
2026-M007-BRA-MAR_BRA_11,4,1,1,3,0,3,0,0,1,0,33%,6,2,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_raphinha,RAPHINHA,11,Brazil,BRA,0,2,1,line_breaks,1,1
2026-M007-BRA-MAR_BRA_16,13,6,1,0,1,19,0,0,0,0,85%,20,17,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_douglas_santos,DOUGLAS SANTOS,16,Brazil,BRA,13,0,4,line_breaks,0,3
2026-M007-BRA-MAR_BRA_20,1,3,2,0,0,6,0,0,0,0,50%,6,3,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_lucas_paqueta,LUCAS PAQUETA,20,Brazil,BRA,0,1,3,line_breaks,0,2
2026-M007-BRA-MAR_BRA_24,5,1,1,0,0,7,0,0,0,0,100%,7,7,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_roger_ibanez,ROGER IBANEZ,24,Brazil,BRA,1,1,4,line_breaks,0,1
2026-M007-BRA-MAR_BRA_25,1,1,0,1,0,1,0,0,0,0,0%,2,0,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_igor_thiago,IGOR THIAGO,25,Brazil,BRA,0,0,2,line_breaks,0,0
2026-M007-BRA-MAR_BRA_09,2,0,2,2,0,2,0,0,0,0,50%,4,2,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_matheus_cunha,MATHEUS CUNHA,9,Brazil,BRA,0,1,1,line_breaks,2,0
2026-M007-BRA-MAR_BRA_13,12,2,2,0,0,16,0,1,0,0,81%,16,13,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_danilo,DANILO,13,Brazil,BRA,8,0,2,line_breaks,0,5
2026-M007-BRA-MAR_BRA_17,2,0,1,0,0,3,0,0,0,0,100%,3,3,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_fabinho,FABINHO,17,Brazil,BRA,2,0,0,line_breaks,0,1
2026-M007-BRA-MAR_BRA_18,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_danilo_santos,DANILO SANTOS,18,Brazil,BRA,0,0,0,line_breaks,0,0
2026-M007-BRA-MAR_BRA_21,3,1,2,0,0,6,0,0,0,0,100%,6,6,2026-M007-BRA-MAR,2026-M007-BRA-MAR_BRA,BRA_luiz_henrique,LUIZ HENRIQUE,21,Brazil,BRA,1,1,1,line_breaks,2,1
2026-M007-BRA-MAR_MAR_01,0,17,0,0,0,17,0,0,1,0,6%,17,1,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_yassine_bounou,Yassine BOUNOU,1,Morocco,MAR,1,2,10,line_breaks,0,3
2026-M007-BRA-MAR_MAR_02,5,3,3,1,1,9,0,0,0,0,82%,11,9,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_achraf_hakimi,Achraf HAKIMI,2,Morocco,MAR,3,0,4,line_breaks,1,3
2026-M007-BRA-MAR_MAR_03,10,2,3,3,0,12,0,0,0,0,73%,15,11,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_noussair_mazraoui,Noussair MAZRAOUI,3,Morocco,MAR,6,1,1,line_breaks,0,7
2026-M007-BRA-MAR_MAR_06,8,2,5,3,0,12,0,0,0,0,73%,15,11,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_ayyoub_bouaddi,Ayyoub BOUADDI,6,Morocco,MAR,7,0,5,line_breaks,0,3
2026-M007-BRA-MAR_MAR_08,1,0,4,0,0,5,0,0,0,0,100%,5,5,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_azzedine_ounahi,Azzedine OUNAHI,8,Morocco,MAR,0,0,0,line_breaks,0,5
2026-M007-BRA-MAR_MAR_10,4,1,2,3,0,4,0,1,0,0,43%,7,3,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_brahim_diaz,Brahim DIAZ,10,Morocco,MAR,0,1,1,line_breaks,2,2
2026-M007-BRA-MAR_MAR_11,1,1,1,0,0,3,0,0,0,0,67%,3,2,2026-M007-BRA-MAR,2026-M007-BRA-MAR_MAR,MAR_ismael_saibari,Ismael SAIBARI,11,Morocco,MAR,0,2,0,line_breaks,0,1
