appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M078-CIV-NOR_CIV_20,7,3,1,0,0,11,0,0,0,0,91%,11,10,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_emmanuel_agbadou,Emmanuel AGBADOU,20,Côte d'Ivoire,CIV,9,1,1,line_breaks,0,0
2026-M078-CIV-NOR_CIV_26,3,7,0,0,0,10,0,0,0,0,90%,10,9,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_christ_inao_oulai,Christ Inao OULAI,26,Côte d'Ivoire,CIV,0,0,0,line_breaks,3,7
2026-M078-CIV-NOR_CIV_12,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_elye_wahi,Elye WAHI,12,Côte d'Ivoire,CIV,0,0,1,line_breaks,0,0
2026-M078-CIV-NOR_CIV_14,1,0,1,0,0,2,0,0,0,0,50%,2,1,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_oumar_diakite,Oumar DIAKITE,14,Côte d'Ivoire,CIV,0,1,0,line_breaks,0,1
2026-M078-CIV-NOR_CIV_15,1,1,3,0,1,4,0,0,0,0,80%,5,4,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_amad_diallo,Amad DIALLO,15,Côte d'Ivoire,CIV,0,0,1,line_breaks,1,3
2026-M078-CIV-NOR_CIV_22,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_evann_guessand,Evann GUESSAND,22,Côte d'Ivoire,CIV,0,0,0,line_breaks,0,0
2026-M078-CIV-NOR_CIV_24,0,0,1,1,0,0,0,0,0,0,0%,1,0,2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,CIV_bazoumana_toure,Bazoumana TOURE,24,Côte d'Ivoire,CIV,1,0,0,line_breaks,0,0
2026-M078-CIV-NOR_NOR_01,1,14,3,0,0,18,0,3,0,0,72%,18,13,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_orjan_nyland,Orjan NYLAND,1,Norway,NOR,9,0,5,line_breaks,0,1
2026-M078-CIV-NOR_NOR_03,11,2,1,1,0,13,0,0,0,0,93%,14,13,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_kristoffer_ajer,Kristoffer AJER,3,Norway,NOR,8,0,1,line_breaks,0,5
2026-M078-CIV-NOR_NOR_05,12,3,0,1,0,14,0,1,0,1,80%,15,12,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_david_moller_wolfe,David MOLLER WOLFE,5,Norway,NOR,6,0,4,line_breaks,0,3
2026-M078-CIV-NOR_NOR_06,3,0,1,1,0,3,0,0,0,0,100%,4,4,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_patrick_berg,Patrick BERG,6,Norway,NOR,1,0,3,line_breaks,0,0
2026-M078-CIV-NOR_NOR_07,2,4,1,1,0,6,0,0,0,0,71%,7,5,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_alexander_sorloth,Alexander SORLOTH,7,Norway,NOR,2,1,3,line_breaks,1,0
2026-M078-CIV-NOR_NOR_08,9,1,5,0,0,15,0,1,0,0,93%,15,14,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_sander_berge,Sander BERGE,8,Norway,NOR,4,0,1,line_breaks,0,9
2026-M078-CIV-NOR_NOR_09,1,1,0,1,0,1,0,0,0,0,0%,2,0,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_erling_haaland,Erling HAALAND,9,Norway,NOR,0,0,1,line_breaks,1,0
2026-M078-CIV-NOR_NOR_10,8,5,7,1,2,17,0,1,0,0,85%,20,17,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_martin_odegaard,Martin ODEGAARD,10,Norway,NOR,6,2,6,line_breaks,2,3
2026-M078-CIV-NOR_NOR_16,2,9,0,1,1,9,0,0,1,0,55%,11,6,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_marcus_holmgren_pedersen,Marcus HOLMGREN PEDERSEN,16,Norway,NOR,3,2,5,line_breaks,0,0
2026-M078-CIV-NOR_NOR_17,6,1,2,0,0,9,0,0,0,0,89%,9,8,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_torbjorn_heggem,Torbjorn HEGGEM,17,Norway,NOR,4,0,2,line_breaks,0,3
2026-M078-CIV-NOR_NOR_20,1,1,2,0,0,4,0,0,0,0,75%,4,3,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_antonio_nusa,Antonio NUSA,20,Norway,NOR,0,0,3,line_breaks,1,0
2026-M078-CIV-NOR_NOR_14,4,3,0,1,0,6,0,0,0,0,71%,7,5,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_fredrik_aursnes,Fredrik AURSNES,14,Norway,NOR,1,2,3,line_breaks,0,1
2026-M078-CIV-NOR_NOR_21,1,1,2,0,1,3,0,0,0,0,50%,4,2,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_andreas_schjelderup,Andreas SCHJELDERUP,21,Norway,NOR,1,0,1,line_breaks,1,1
2026-M078-CIV-NOR_NOR_22,2,0,0,0,0,2,0,0,0,0,50%,2,1,2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,NOR_oscar_bobb,Oscar BOBB,22,Norway,NOR,0,1,0,line_breaks,0,1
2026-M079-MEX-ECU_MEX_01,1,18,2,0,0,21,2,0,0,0,62%,21,13,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_raul_rangel,Raul RANGEL,1,Mexico,MEX,3,2,11,line_breaks,0,3
2026-M079-MEX-ECU_MEX_02,5,4,1,1,0,9,1,1,0,0,80%,10,8,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_jorge_sanchez,Jorge SANCHEZ,2,Mexico,MEX,1,0,6,line_breaks,0,1
2026-M079-MEX-ECU_MEX_03,5,4,6,1,0,14,0,1,1,1,73%,15,11,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_cesar_montes,Cesar MONTES,3,Mexico,MEX,7,0,5,line_breaks,0,0
2026-M079-MEX-ECU_MEX_05,1,2,3,0,0,6,0,0,1,0,100%,6,6,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_johan_vasquez,Johan VASQUEZ,5,Mexico,MEX,3,0,0,line_breaks,0,2
2026-M079-MEX-ECU_MEX_06,1,4,2,0,0,7,0,0,0,1,86%,7,6,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_erik_lira,Erik LIRA,6,Mexico,MEX,1,0,2,line_breaks,0,3
2026-M079-MEX-ECU_MEX_07,1,2,4,0,0,7,0,0,0,0,86%,7,6,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_luis_romo,Luis ROMO,7,Mexico,MEX,1,0,2,line_breaks,1,3
2026-M079-MEX-ECU_MEX_09,2,2,3,1,0,6,0,0,0,0,57%,7,4,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_raul_jimenez,Raul JIMENEZ,9,Mexico,MEX,0,3,2,line_breaks,2,0
2026-M079-MEX-ECU_MEX_16,0,2,0,0,0,2,0,0,0,0,100%,2,2,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_julian_quinones,Julian QUINONES,16,Mexico,MEX,0,0,2,line_breaks,0,0
2026-M079-MEX-ECU_MEX_19,3,0,1,0,0,4,0,0,0,0,100%,4,4,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_gilberto_mora,Gilberto MORA,19,Mexico,MEX,1,1,1,line_breaks,1,0
2026-M079-MEX-ECU_MEX_23,2,7,0,0,0,9,0,0,0,0,56%,9,5,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_jesus_gallardo,Jesus GALLARDO,23,Mexico,MEX,2,1,5,line_breaks,0,1
2026-M079-MEX-ECU_MEX_25,1,2,5,0,0,8,0,0,0,0,75%,8,6,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_roberto_alvarado,Roberto ALVARADO,25,Mexico,MEX,1,3,3,line_breaks,0,1
2026-M079-MEX-ECU_MEX_11,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_santiago_gimenez,Santiago GIMENEZ,11,Mexico,MEX,0,0,0,line_breaks,0,0
2026-M079-MEX-ECU_MEX_15,1,1,1,0,0,3,0,0,0,0,67%,3,2,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_israel_reyes,Israel REYES,15,Mexico,MEX,1,0,2,line_breaks,0,0
2026-M079-MEX-ECU_MEX_17,1,0,0,1,0,0,0,0,0,0,0%,1,0,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_orbelin_pineda,Orbelin PINEDA,17,Mexico,MEX,0,0,0,line_breaks,1,0
2026-M079-MEX-ECU_MEX_18,1,0,1,1,0,1,0,0,0,0,100%,2,2,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_obed_vargas,Obed VARGAS,18,Mexico,MEX,0,0,1,line_breaks,1,0
2026-M079-MEX-ECU_MEX_26,0,0,2,0,0,2,0,0,0,0,50%,2,1,2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,MEX_brian_gutierrez,Brian GUTIERREZ,26,Mexico,MEX,0,1,1,line_breaks,0,0
2026-M079-MEX-ECU_ECU_01,0,14,0,0,0,14,0,0,1,1,21%,14,3,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_hernan_galindez,Hernan GALINDEZ,1,Ecuador,ECU,1,0,9,line_breaks,0,2
2026-M079-MEX-ECU_ECU_03,10,8,0,1,2,15,0,0,1,0,56%,18,10,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_piero_hincapie,Piero HINCAPIE,3,Ecuador,ECU,2,3,1,line_breaks,2,9
2026-M079-MEX-ECU_ECU_04,1,3,0,0,0,4,1,0,0,0,25%,4,1,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_joel_ordonez,Joel ORDONEZ,4,Ecuador,ECU,0,0,2,line_breaks,0,1
2026-M079-MEX-ECU_ECU_06,1,2,2,0,0,5,0,0,0,0,80%,5,4,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_willian_pacho,Willian PACHO,6,Ecuador,ECU,2,0,0,line_breaks,0,3
2026-M079-MEX-ECU_ECU_09,3,1,2,1,0,5,0,0,0,0,33%,6,2,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_john_yeboah,John YEBOAH,9,Ecuador,ECU,0,0,1,line_breaks,0,5
2026-M079-MEX-ECU_ECU_13,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_enner_valencia,Enner VALENCIA,13,Ecuador,ECU,0,0,0,line_breaks,0,0
2026-M079-MEX-ECU_ECU_15,11,5,3,0,2,17,0,0,0,0,89%,19,17,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_pedro_vite,Pedro VITE,15,Ecuador,ECU,6,1,2,line_breaks,0,10
2026-M079-MEX-ECU_ECU_19,3,1,2,2,0,4,0,0,0,0,50%,6,3,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_gonzalo_plata,Gonzalo PLATA,19,Ecuador,ECU,0,0,2,line_breaks,0,4
2026-M079-MEX-ECU_ECU_20,7,0,1,5,0,3,0,0,0,0,62%,8,5,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_nilson_angulo,Nilson ANGULO,20,Ecuador,ECU,0,3,1,line_breaks,2,2
2026-M079-MEX-ECU_ECU_21,2,3,0,0,0,5,0,0,0,0,60%,5,3,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_alan_franco,Alan FRANCO,21,Ecuador,ECU,3,0,1,line_breaks,0,1
2026-M079-MEX-ECU_ECU_23,8,8,2,0,0,18,0,0,0,0,72%,18,13,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_moises_caicedo,Moises CAICEDO,23,Ecuador,ECU,2,3,4,line_breaks,1,8
2026-M079-MEX-ECU_ECU_10,2,1,2,1,0,4,0,0,0,0,60%,5,3,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_kendry_paez,Kendry PAEZ,10,Ecuador,ECU,1,0,1,line_breaks,0,3
2026-M079-MEX-ECU_ECU_11,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_kevin_rodriguez,Kevin RODRIGUEZ,11,Ecuador,ECU,0,0,0,line_breaks,0,0
2026-M079-MEX-ECU_ECU_16,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_jordy_caicedo,Jordy CAICEDO,16,Ecuador,ECU,0,0,0,line_breaks,0,0
2026-M079-MEX-ECU_ECU_17,3,2,0,0,0,5,0,0,0,0,40%,5,2,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_angelo_preciado,Angelo PRECIADO,17,Ecuador,ECU,1,1,0,line_breaks,0,3
2026-M079-MEX-ECU_ECU_26,3,1,0,0,0,4,0,0,0,0,75%,4,3,2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,ECU_yaimar_medina,Yaimar MEDINA,26,Ecuador,ECU,0,1,0,line_breaks,0,3
2026-M080-ENG-COD_ENG_01,0,8,1,0,0,9,0,0,1,0,56%,9,5,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_jordan_pickford,Jordan PICKFORD,1,England,ENG,2,1,3,line_breaks,0,2
2026-M080-ENG-COD_ENG_02,12,3,3,0,0,18,0,0,0,0,89%,18,16,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_ezri_konsa,Ezri KONSA,2,England,ENG,8,1,2,line_breaks,0,7
2026-M080-ENG-COD_ENG_03,6,2,0,1,0,7,0,0,0,1,100%,8,8,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_nico_oreilly,Nico OREILLY,3,England,ENG,1,0,1,line_breaks,0,5
2026-M080-ENG-COD_ENG_04,7,8,7,1,4,17,0,0,0,0,86%,22,19,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_declan_rice,Declan RICE,4,England,ENG,3,1,4,line_breaks,1,13
2026-M080-ENG-COD_ENG_06,7,3,2,0,0,12,0,0,0,0,100%,12,12,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_marc_guehi,Marc GUEHI,6,England,ENG,2,0,0,line_breaks,1,9
2026-M080-ENG-COD_ENG_08,9,5,4,2,1,15,0,0,0,0,89%,18,16,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_elliot_anderson,Elliot ANDERSON,8,England,ENG,5,2,5,line_breaks,1,5
2026-M080-ENG-COD_ENG_09,2,2,0,0,0,4,0,0,1,0,75%,4,3,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_harry_kane,Harry KANE,9,England,ENG,0,2,1,line_breaks,0,0
2026-M080-ENG-COD_ENG_10,7,2,3,0,2,10,0,0,2,0,75%,12,9,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_jude_bellingham,Jude BELLINGHAM,10,England,ENG,0,1,4,line_breaks,0,5
2026-M080-ENG-COD_ENG_11,4,4,1,2,1,6,0,0,0,0,78%,9,7,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_marcus_rashford,Marcus RASHFORD,11,England,ENG,0,1,2,line_breaks,3,3
2026-M080-ENG-COD_ENG_20,10,4,0,5,4,5,0,0,0,1,64%,14,9,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_noni_madueke,Noni MADUEKE,20,England,ENG,0,2,1,line_breaks,5,5
2026-M080-ENG-COD_ENG_25,13,2,0,2,1,12,0,0,0,0,60%,15,9,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_djed_spence,Djed SPENCE,25,England,ENG,4,1,4,line_breaks,1,5
2026-M080-ENG-COD_ENG_05,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_john_stones,John STONES,5,England,ENG,0,0,0,line_breaks,0,0
2026-M080-ENG-COD_ENG_07,2,1,0,0,0,3,0,0,0,0,67%,3,2,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_bukayo_saka,Bukayo SAKA,7,England,ENG,0,2,1,line_breaks,0,0
2026-M080-ENG-COD_ENG_18,7,0,2,3,0,6,0,0,0,0,89%,9,8,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_anthony_gordon,Anthony GORDON,18,England,ENG,0,1,2,line_breaks,2,4
2026-M080-ENG-COD_ENG_21,0,0,2,0,0,2,0,0,0,0,100%,2,2,2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,ENG_eberechi_eze,Eberechi EZE,21,England,ENG,0,0,0,line_breaks,1,1
2026-M080-ENG-COD_COD_01,0,13,1,0,0,14,0,0,0,0,36%,14,5,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_lionel_mpasi,Lionel MPASI,1,Congo DR,COD,3,0,6,line_breaks,0,5
2026-M080-ENG-COD_COD_02,7,5,1,1,1,11,0,0,0,0,77%,13,10,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_aaron_wan_bissaka,Aaron WAN-BISSAKA,2,Congo DR,COD,3,2,4,line_breaks,0,4
2026-M080-ENG-COD_COD_04,11,4,2,2,0,15,1,0,0,0,76%,17,13,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_axel_tuanzebe,Axel TUANZEBE,4,Congo DR,COD,11,0,5,line_breaks,0,0
2026-M080-ENG-COD_COD_06,1,0,3,0,0,4,0,1,0,0,100%,4,4,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_ngalayel_mukau,Ngalayel MUKAU,6,Congo DR,COD,1,0,1,line_breaks,0,1
2026-M080-ENG-COD_COD_07,4,0,0,2,0,2,0,0,0,0,100%,4,4,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_nathanael_mbuku,Nathanael MBUKU,7,Congo DR,COD,0,2,1,line_breaks,1,0
2026-M080-ENG-COD_COD_08,4,5,6,1,0,14,0,0,0,0,80%,15,12,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_samuel_moutoussamy,Samuel MOUTOUSSAMY,8,Congo DR,COD,1,0,5,line_breaks,0,9
2026-M080-ENG-COD_COD_09,3,1,2,2,0,4,0,0,0,0,33%,6,2,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_brian_cipenga,Brian CIPENGA,9,Congo DR,COD,0,1,2,line_breaks,3,0
2026-M080-ENG-COD_COD_14,4,0,3,0,0,7,0,0,0,0,100%,7,7,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_noah_sadiki,Noah SADIKI,14,Congo DR,COD,1,1,5,line_breaks,0,0
2026-M080-ENG-COD_COD_20,0,1,1,1,0,1,0,0,0,0,50%,2,1,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_yoane_wissa,Yoane WISSA,20,Congo DR,COD,1,1,0,line_breaks,0,0
2026-M080-ENG-COD_COD_22,7,10,2,0,0,19,1,0,0,0,68%,19,13,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_chancel_mbemba,Chancel MBEMBA,22,Congo DR,COD,4,0,10,line_breaks,3,1
2026-M080-ENG-COD_COD_26,12,5,2,1,1,17,0,0,0,0,74%,19,14,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_arthur_masuaku,Arthur MASUAKU,26,Congo DR,COD,9,0,3,line_breaks,1,6
2026-M080-ENG-COD_COD_10,0,2,0,0,1,1,0,0,0,0,0%,2,0,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_theo_bongonda,Theo BONGONDA,10,Congo DR,COD,0,1,0,line_breaks,0,1
2026-M080-ENG-COD_COD_12,2,2,0,1,0,3,0,0,0,0,75%,4,3,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_joris_kayembe,Joris KAYEMBE,12,Congo DR,COD,1,1,0,line_breaks,0,2
2026-M080-ENG-COD_COD_13,1,0,1,2,0,0,0,0,1,0,50%,2,1,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_meschack_elia,Meschack ELIA,13,Congo DR,COD,0,1,0,line_breaks,0,0
2026-M080-ENG-COD_COD_19,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_fiston_mayele,Fiston MAYELE,19,Congo DR,COD,0,0,0,line_breaks,0,0
2026-M080-ENG-COD_COD_25,0,1,1,0,0,2,0,0,0,0,100%,2,2,2026-M080-ENG-COD,2026-M080-ENG-COD_COD,COD_edo_kayembe,Edo KAYEMBE,25,Congo DR,COD,0,0,1,line_breaks,0,1
2026-M081-USA-BIH_USA_24,0,7,1,0,0,8,0,0,0,0,38%,8,3,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_matt_freese,Matt FREESE,24,USA,USA,3,1,1,line_breaks,0,3
2026-M081-USA-BIH_USA_02,2,0,2,0,0,4,0,0,0,0,75%,4,3,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_sergino_dest,Sergino DEST,2,USA,USA,0,1,1,line_breaks,0,2
2026-M081-USA-BIH_USA_03,0,4,1,0,0,5,0,0,0,0,40%,5,2,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_chris_richards,Chris RICHARDS,3,USA,USA,2,0,1,line_breaks,0,2
2026-M081-USA-BIH_USA_04,1,5,4,0,0,10,0,0,0,0,60%,10,6,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_tyler_adams,Tyler ADAMS,4,USA,USA,0,1,3,line_breaks,2,4
2026-M081-USA-BIH_USA_05,5,9,5,3,1,15,0,0,0,1,47%,19,9,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_antonee_robinson,Antonee ROBINSON,5,USA,USA,2,1,7,line_breaks,2,6
2026-M081-USA-BIH_USA_08,2,6,6,0,0,14,0,0,0,1,71%,14,10,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_weston_mckennie,Weston McKENNIE,8,USA,USA,1,3,1,line_breaks,3,5
2026-M081-USA-BIH_USA_10,5,1,3,5,2,2,0,0,0,0,78%,9,7,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_christian_pulisic,Christian PULISIC,10,USA,USA,0,1,2,line_breaks,1,5
2026-M081-USA-BIH_USA_13,10,5,4,0,0,19,0,0,0,0,84%,19,16,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_tim_ream,Tim REAM,13,USA,USA,8,0,4,line_breaks,1,6
2026-M081-USA-BIH_USA_16,7,2,7,1,0,15,0,0,0,0,81%,16,13,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_alex_freeman,Alex FREEMAN,16,USA,USA,6,2,6,line_breaks,1,1
2026-M081-USA-BIH_USA_17,3,6,4,2,3,8,0,0,1,0,54%,13,7,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_malik_tillman,Malik TILLMAN,17,USA,USA,1,3,1,line_breaks,1,6
2026-M081-USA-BIH_USA_20,1,0,2,1,0,2,0,0,0,0,67%,3,2,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_folarin_balogun,Folarin BALOGUN,20,USA,USA,0,1,1,line_breaks,1,0
2026-M081-USA-BIH_USA_07,1,1,0,0,0,2,0,0,0,0,50%,2,1,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_giovanni_reyna,Giovanni REYNA,7,USA,USA,0,1,0,line_breaks,0,1
2026-M081-USA-BIH_USA_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_ricardo_pepi,Ricardo PEPI,9,USA,USA,0,0,0,line_breaks,0,0
2026-M081-USA-BIH_USA_14,1,2,1,0,0,4,0,0,2,0,75%,4,3,2026-M081-USA-BIH,2026-M081-USA-BIH_USA,USA_sebastian_berhalter,Sebastian BERHALTER,14,USA,USA,1,0,0,line_breaks,0,1
2026-M081-USA-BIH_BIH_01,1,9,0,0,0,10,0,0,0,0,40%,10,4,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_nikola_vasilj,Nikola VASILJ,1,Bosnia and Herzegovina,BIH,3,0,2,line_breaks,0,5
2026-M081-USA-BIH_BIH_04,6,9,1,0,0,16,0,0,0,0,56%,16,9,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_tarik_muharemovic,Tarik MUHAREMOVIC,4,Bosnia and Herzegovina,BIH,1,2,3,line_breaks,1,9
2026-M081-USA-BIH_BIH_05,3,3,1,0,0,7,0,0,0,0,71%,7,5,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_sead_kolasinac,Sead KOLASINAC,5,Bosnia and Herzegovina,BIH,0,1,2,line_breaks,0,4
2026-M081-USA-BIH_BIH_07,3,3,0,0,0,6,0,0,0,0,50%,6,3,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_amar_dedic,Amar DEDIC,7,Bosnia and Herzegovina,BIH,2,0,2,line_breaks,0,2
2026-M081-USA-BIH_BIH_08,0,1,1,0,0,2,0,0,0,0,0%,2,0,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_armin_gigovic,Armin GIGOVIC,8,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,2
2026-M081-USA-BIH_BIH_10,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_ermedin_demirovic,Ermedin DEMIROVIC,10,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,0
2026-M081-USA-BIH_BIH_11,1,0,0,0,0,1,0,0,0,0,0%,1,0,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_edin_dzeko,Edin DZEKO,11,Bosnia and Herzegovina,BIH,0,0,0,line_breaks,0,1
2026-M081-USA-BIH_BIH_14,2,1,1,0,0,4,0,0,0,0,75%,4,3,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_ivan_sunjic,Ivan SUNJIC,14,Bosnia and Herzegovina,BIH,2,0,0,line_breaks,0,2
2026-M081-USA-BIH_BIH_18,4,2,0,0,0,6,0,0,0,1,67%,6,4,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_nikola_katic,Nikola KATIC,18,Bosnia and Herzegovina,BIH,5,0,0,line_breaks,0,0
2026-M081-USA-BIH_BIH_19,7,3,1,2,2,7,0,0,0,0,45%,11,5,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_kerim_alajbegovic,Kerim ALAJBEGOVIC,19,Bosnia and Herzegovina,BIH,1,0,1,line_breaks,3,6
2026-M081-USA-BIH_BIH_21,6,6,2,0,0,14,0,0,0,0,71%,14,10,2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,BIH_stjepan_radeljic,Stjepan RADELJIC,21,Bosnia and Herzegovina,BIH,2,1,5,line_breaks,0,6
